index-out,fhr-out,toco-out,tocopeak,eval,eval_detail,sig_qual,corrected,baseline,base_max,floatline,accDec,dec_class,decSum,accSum,osci_print,validFHR,rawDeviation,minDeviation,quantilDev,sinus,osci_class,stv,delay,eval_stv,eval_signalquality,eval_dec,eval_acc,eval_var,eval_baseline
1086,151.0,16.0,0.0,255.0,1.0,0.987,151.0,148.272,0.0,150.476,0.0,0.0,19.0,-1.0,-1.0,1.0,2.1670000000000003,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1087,151.0,16.0,0.0,255.0,1.0,0.987,151.0,148.278,0.0,150.524,0.0,0.0,19.0,-1.0,-1.0,1.0,2.17,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1088,151.0,16.0,0.0,255.0,1.0,0.987,151.0,148.288,0.0,150.571,0.0,0.0,19.0,-1.0,-1.0,1.0,2.176,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1089,152.0,16.0,0.0,255.0,1.0,0.987,152.0,148.3,0.0,150.619,0.0,0.0,19.0,-1.0,-1.0,1.0,2.185,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1090,152.0,16.0,0.0,255.0,1.0,0.987,152.0,148.312,0.0,150.714,0.0,0.0,19.0,-1.0,-1.0,1.0,2.197,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1091,152.0,16.0,0.0,255.0,1.0,0.986,152.0,148.316,0.0,150.81,0.0,0.0,19.0,-1.0,-1.0,1.0,2.21,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1092,152.0,16.0,0.0,255.0,1.0,0.986,152.0,148.353,0.0,150.857,0.0,0.0,19.0,-1.0,-1.0,1.0,2.224,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1093,152.0,16.0,0.0,255.0,1.0,0.986,152.0,148.32500000000002,0.0,150.905,0.0,0.0,19.0,-1.0,-1.0,1.0,2.237,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1094,152.0,16.0,0.0,255.0,1.0,0.986,152.0,148.334,0.0,150.952,0.0,0.0,19.0,-1.0,-1.0,1.0,2.249,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1095,150.0,16.0,0.0,255.0,1.0,0.986,150.0,148.347,0.0,151.048,0.0,0.0,19.0,-1.0,-1.0,1.0,2.261,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1096,150.0,16.0,0.0,255.0,1.0,0.986,150.0,148.359,0.0,151.143,0.0,0.0,19.0,-1.0,-1.0,1.0,2.271,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1097,150.0,16.0,0.0,255.0,1.0,0.985,150.0,148.32500000000002,0.0,151.19,0.0,0.0,19.0,-1.0,-1.0,1.0,2.2800000000000002,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1098,150.0,16.0,0.0,255.0,1.0,0.985,150.0,148.31900000000002,0.0,151.238,0.0,0.0,19.0,-1.0,-1.0,1.0,2.2880000000000003,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1099,150.0,16.0,0.0,255.0,1.0,0.985,150.0,148.309,0.0,151.333,0.0,0.0,19.0,-1.0,-1.0,1.0,2.293,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1100,151.0,16.0,0.0,255.0,1.0,0.985,151.0,148.347,0.0,151.381,0.0,0.0,19.0,-1.0,-1.0,1.0,2.295,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1101,151.0,16.0,0.0,255.0,1.0,0.985,151.0,148.372,0.0,151.476,0.0,0.0,19.0,-1.0,-1.0,1.0,2.295,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1102,151.0,16.0,0.0,255.0,1.0,0.985,151.0,148.338,0.0,151.571,0.0,0.0,19.0,-1.0,-1.0,1.0,2.293,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1103,151.0,16.0,0.0,255.0,1.0,0.984,151.0,148.369,0.0,151.571,0.0,0.0,19.0,-1.0,-1.0,1.0,2.287,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1104,151.0,16.0,0.0,255.0,1.0,0.984,151.0,148.353,0.0,151.571,0.0,0.0,19.0,-1.0,-1.0,1.0,2.277,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1105,152.0,16.0,0.0,255.0,1.0,0.984,152.0,148.33100000000002,0.0,151.571,0.0,0.0,19.0,-1.0,-1.0,1.0,2.263,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1106,152.0,16.0,0.0,255.0,1.0,0.984,152.0,148.312,0.0,151.667,0.0,0.0,19.0,-1.0,-1.0,1.0,2.246,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1107,152.0,16.0,0.0,255.0,1.0,0.984,152.0,148.294,0.0,151.762,0.0,0.0,19.0,-1.0,-1.0,1.0,2.226,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1108,152.0,16.0,0.0,255.0,1.0,0.984,152.0,148.266,0.0,151.857,0.0,0.0,19.0,-1.0,-1.0,1.0,2.204,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1109,153.0,16.0,0.0,255.0,1.0,0.984,153.0,148.238,0.0,151.905,0.0,0.0,19.0,-1.0,-1.0,1.0,2.18,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1110,153.0,16.0,0.0,255.0,1.0,0.984,153.0,148.209,0.0,151.952,0.0,0.0,19.0,-1.0,-1.0,1.0,2.156,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1111,154.0,16.0,0.0,255.0,1.0,0.983,154.0,148.197,0.0,151.905,0.0,0.0,19.0,-1.0,-1.0,1.0,2.1310000000000002,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1112,154.0,16.0,0.0,255.0,1.0,0.983,154.0,148.184,0.0,151.857,0.0,0.0,19.0,-1.0,-1.0,1.0,2.107,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1113,152.0,16.0,0.0,255.0,1.0,0.983,152.0,148.172,0.0,151.81,0.0,0.0,19.0,-1.0,-1.0,1.0,2.086,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1114,152.0,16.0,0.0,255.0,1.0,0.983,152.0,148.159,0.0,151.762,0.0,0.0,19.0,-1.0,-1.0,1.0,2.068,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1115,152.0,16.0,0.0,255.0,1.0,0.983,152.0,148.153,0.0,151.714,0.0,0.0,19.0,-1.0,-1.0,1.0,2.054,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1116,152.0,16.0,0.0,255.0,1.0,0.983,152.0,148.147,0.0,151.714,0.0,0.0,19.0,-1.0,-1.0,1.0,2.043,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1117,152.0,16.0,0.0,255.0,1.0,0.983,152.0,148.141,0.0,151.714,0.0,0.0,19.0,-1.0,-1.0,1.0,2.035,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1118,152.0,16.0,0.0,255.0,1.0,0.983,152.0,148.144,0.0,151.714,0.0,0.0,19.0,-1.0,-1.0,1.0,2.029,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1119,151.0,16.0,0.0,255.0,1.0,0.982,151.0,148.147,0.0,151.714,0.0,0.0,19.0,-1.0,-1.0,1.0,2.025,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1120,151.0,16.0,0.0,255.0,1.0,0.982,151.0,148.147,0.0,151.524,0.0,0.0,19.0,-1.0,-1.0,1.0,2.021,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1121,150.0,16.0,0.0,255.0,1.0,0.982,150.0,148.147,0.0,151.333,0.0,0.0,19.0,-1.0,-1.0,1.0,2.0180000000000002,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1122,150.0,16.0,0.0,255.0,1.0,0.982,150.0,148.147,0.0,151.143,0.0,0.0,19.0,-1.0,-1.0,1.0,2.015,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1123,150.0,17.0,0.0,255.0,1.0,0.982,150.0,148.147,0.0,150.952,0.0,0.0,19.0,-1.0,-1.0,1.0,2.013,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1124,150.0,18.0,0.0,255.0,1.0,0.982,150.0,148.147,0.0,150.857,0.0,0.0,19.0,-1.0,-1.0,1.0,2.013,-1.0,-1.0,-1.0,-1.0,8.66,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1125,150.0,18.0,0.0,255.0,1.0,0.982,150.0,148.147,0.0,150.714,0.0,0.0,19.0,-1.0,-1.0,1.0,2.013,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1126,152.0,17.0,0.0,255.0,1.0,0.982,152.0,148.147,0.0,150.571,0.0,0.0,19.0,-1.0,-1.0,1.0,2.0140000000000002,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1127,152.0,17.0,0.0,255.0,1.0,0.982,152.0,148.15,0.0,150.571,0.0,0.0,19.0,-1.0,-1.0,1.0,2.016,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1128,152.0,17.0,0.0,255.0,1.0,0.982,152.0,148.162,0.0,150.571,0.0,0.0,19.0,-1.0,-1.0,1.0,2.019,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1129,152.0,16.0,0.0,255.0,1.0,0.982,152.0,148.175,0.0,150.476,0.0,0.0,19.0,-1.0,-1.0,1.0,2.021,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1130,149.0,16.0,0.0,255.0,1.0,0.982,149.0,148.191,0.0,150.429,0.0,0.0,19.0,-1.0,-1.0,1.0,2.024,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1131,149.0,16.0,0.0,255.0,1.0,0.981,149.0,148.181,0.0,150.333,0.0,0.0,19.0,-1.0,-1.0,1.0,2.0260000000000002,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1132,150.0,16.0,0.0,255.0,1.0,0.981,150.0,148.197,0.0,150.286,0.0,0.0,19.0,-1.0,-1.0,1.0,2.028,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1133,150.0,16.0,0.0,255.0,1.0,0.981,150.0,148.18800000000002,0.0,150.238,0.0,0.0,19.0,-1.0,-1.0,1.0,2.029,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1134,150.0,16.0,0.0,255.0,1.0,0.981,150.0,148.209,0.0,150.19,0.0,0.0,19.0,-1.0,-1.0,1.0,2.0300000000000002,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1135,149.0,16.0,0.0,255.0,1.0,0.981,149.0,148.219,0.0,150.19,0.0,0.0,19.0,-1.0,-1.0,1.0,2.031,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1136,149.0,16.0,0.0,255.0,1.0,0.981,149.0,148.231,0.0,150.19,0.0,0.0,19.0,-1.0,-1.0,1.0,2.032,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1137,152.0,16.0,0.0,255.0,1.0,0.981,152.0,148.244,0.0,150.095,0.0,0.0,19.0,-1.0,-1.0,1.0,2.032,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1138,152.0,16.0,0.0,255.0,1.0,0.981,152.0,148.238,0.0,150.0,0.0,0.0,19.0,-1.0,-1.0,1.0,2.033,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1139,150.0,18.0,0.0,255.0,1.0,0.981,150.0,148.222,0.0,149.905,0.0,0.0,19.0,-1.0,-1.0,1.0,2.033,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1140,150.0,18.0,0.0,255.0,1.0,0.981,150.0,148.225,0.0,149.81,0.0,0.0,19.0,-1.0,-1.0,1.0,2.032,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1141,149.0,19.0,0.0,255.0,1.0,0.981,149.0,148.209,0.0,149.857,0.0,0.0,19.0,-1.0,-1.0,1.0,2.032,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1142,149.0,20.0,0.0,255.0,1.0,0.981,149.0,148.20600000000002,0.0,149.905,0.0,0.0,19.0,-1.0,-1.0,1.0,2.031,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1143,149.0,19.0,0.0,255.0,1.0,0.981,149.0,148.178,0.0,149.905,0.0,0.0,19.0,-1.0,-1.0,1.0,2.031,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1144,149.0,19.0,0.0,255.0,1.0,0.981,149.0,148.166,0.0,149.905,0.0,0.0,19.0,-1.0,-1.0,1.0,2.0300000000000002,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1145,150.0,20.0,0.0,255.0,1.0,0.981,150.0,148.144,0.0,149.857,0.0,0.0,19.0,-1.0,-1.0,1.0,2.0300000000000002,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1146,150.0,20.0,0.0,255.0,1.0,0.981,150.0,148.125,0.0,149.857,0.0,0.0,19.0,-1.0,-1.0,1.0,2.031,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1147,150.0,20.0,0.0,255.0,1.0,0.981,150.0,148.106,0.0,150.0,0.0,0.0,19.0,-1.0,-1.0,1.0,2.032,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1148,150.0,20.0,0.0,255.0,1.0,0.981,150.0,148.1,0.0,149.905,0.0,0.0,19.0,-1.0,-1.0,1.0,2.032,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1149,150.0,20.0,0.0,255.0,1.0,0.981,150.0,148.097,0.0,149.905,0.0,0.0,19.0,-1.0,-1.0,1.0,2.032,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1150,150.0,22.0,0.0,255.0,1.0,0.98,150.0,148.094,0.0,150.095,0.0,0.0,19.0,-1.0,-1.0,1.0,2.031,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1151,150.0,21.0,0.0,255.0,1.0,0.98,150.0,148.084,0.0,150.286,0.0,0.0,19.0,-1.0,-1.0,1.0,2.029,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1152,150.0,20.0,0.0,255.0,1.0,0.98,150.0,148.07500000000002,0.0,150.524,0.0,0.0,19.0,-1.0,-1.0,1.0,2.0260000000000002,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1153,150.0,20.0,0.0,255.0,1.0,0.979,150.0,148.072,0.0,150.81,0.0,0.0,19.0,-1.0,-1.0,1.0,2.02,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1154,150.0,20.0,0.0,255.0,1.0,0.978,150.0,148.066,0.0,151.095,0.0,0.0,19.0,-1.0,-1.0,1.0,2.0140000000000002,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1155,149.0,19.0,0.0,255.0,1.0,0.976,149.0,148.062,0.0,151.429,0.0,0.0,19.0,-1.0,-1.0,1.0,2.005,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1156,149.0,18.0,0.0,255.0,1.0,0.975,149.0,148.062,0.0,151.714,0.0,0.0,19.0,-1.0,-1.0,1.0,1.995,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1157,0.0,19.0,0.0,255.0,1.0,0.973,152.0,148.066,0.0,152.0,0.0,0.0,19.0,-1.0,-1.0,1.0,1.984,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1158,0.0,18.0,0.0,255.0,1.0,0.972,150.0,148.06900000000002,0.0,152.286,0.0,0.0,19.0,-1.0,-1.0,1.0,1.97,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1159,0.0,18.0,0.0,255.0,1.0,0.971,152.0,148.07500000000002,0.0,152.238,0.0,0.0,19.0,-1.0,-1.0,1.0,1.951,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1160,154.0,18.0,0.0,255.0,1.0,0.969,154.0,148.078,0.0,152.286,0.0,0.0,19.0,-1.0,-1.0,1.0,1.926,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1161,154.0,18.0,0.0,255.0,1.0,0.968,154.0,148.08100000000002,0.0,152.619,0.0,0.0,19.0,-1.0,-1.0,1.0,1.901,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1162,154.0,18.0,0.0,255.0,1.0,0.966,154.0,148.091,0.0,152.952,0.0,0.0,19.0,-1.0,-1.0,1.0,1.873,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1163,155.0,18.0,0.0,255.0,1.0,0.965,155.0,148.1,0.0,153.286,0.0,0.0,19.0,-1.0,-1.0,1.0,1.845,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1164,155.0,18.0,0.0,255.0,1.0,0.963,155.0,148.116,0.0,153.524,0.0,0.0,19.0,-1.0,-1.0,1.0,1.814,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1165,156.0,18.0,0.0,255.0,1.0,0.962,156.0,148.131,0.0,153.762,0.0,0.0,19.0,-1.0,-1.0,1.0,1.7810000000000001,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1166,156.0,18.0,0.0,255.0,1.0,0.961,156.0,148.147,0.0,154.048,0.0,0.0,19.0,-1.0,-1.0,1.0,1.7530000000000001,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1167,156.0,18.0,0.0,255.0,1.0,0.9590000000000001,156.0,148.166,0.0,154.333,0.0,0.0,19.0,-1.0,-1.0,1.0,1.728,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1168,156.0,17.0,0.0,255.0,1.0,0.9580000000000001,156.0,148.184,0.0,154.476,0.0,0.0,19.0,-1.0,-1.0,1.0,1.708,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1169,0.0,18.0,0.0,255.0,1.0,0.9570000000000001,149.0,148.203,0.0,154.619,0.0,0.0,19.0,-1.0,-1.0,1.0,1.694,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1170,0.0,18.0,0.0,255.0,1.0,0.9550000000000001,151.0,148.222,0.0,154.667,0.0,0.0,19.0,-1.0,-1.0,1.0,1.685,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1171,157.0,18.0,0.0,255.0,1.0,0.9540000000000001,157.0,148.231,0.0,154.619,0.0,0.0,19.0,-1.0,-1.0,1.0,1.679,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1172,157.0,18.0,0.0,255.0,1.0,0.9530000000000001,157.0,148.234,0.0,154.524,0.0,0.0,19.0,-1.0,-1.0,1.0,1.676,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1173,157.0,18.0,0.0,255.0,1.0,0.9520000000000001,157.0,148.234,0.0,154.476,0.0,0.0,19.0,-1.0,-1.0,1.0,1.676,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1174,155.0,18.0,0.0,255.0,1.0,0.9510000000000001,155.0,148.234,0.0,154.381,0.0,0.0,19.0,-1.0,-1.0,1.0,1.677,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1175,155.0,17.0,0.0,255.0,1.0,0.9500000000000001,155.0,148.234,0.0,154.286,0.0,0.0,19.0,-1.0,-1.0,1.0,1.68,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1176,155.0,18.0,0.0,255.0,1.0,0.9490000000000001,155.0,148.238,0.0,154.19,0.0,0.0,19.0,-1.0,-1.0,1.0,1.684,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1177,155.0,17.0,0.0,255.0,1.0,0.9480000000000001,155.0,148.241,0.0,154.095,0.0,0.0,19.0,-1.0,-1.0,1.0,1.689,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1178,155.0,18.0,0.0,255.0,1.0,0.9470000000000001,155.0,148.244,0.0,154.0,0.0,0.0,19.0,-1.0,-1.0,1.0,1.695,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1179,153.0,18.0,0.0,255.0,1.0,0.9460000000000001,153.0,148.247,0.0,153.81,0.0,0.0,19.0,-1.0,-1.0,1.0,1.701,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1180,153.0,18.0,0.0,255.0,1.0,0.9450000000000001,153.0,148.256,0.0,153.952,0.0,0.0,19.0,-1.0,-1.0,1.0,1.711,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1181,153.0,17.0,0.0,255.0,1.0,0.9440000000000001,153.0,148.269,0.0,154.0,0.0,0.0,19.0,-1.0,-1.0,1.0,1.722,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1182,152.0,17.0,0.0,255.0,1.0,0.9430000000000001,152.0,148.281,0.0,153.762,0.0,0.0,19.0,-1.0,-1.0,1.0,1.732,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1183,153.0,18.0,0.0,255.0,1.0,0.9430000000000001,153.0,148.288,0.0,153.524,0.0,0.0,19.0,-1.0,-1.0,1.0,1.739,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1184,153.0,18.0,0.0,255.0,1.0,0.9420000000000001,153.0,148.294,0.0,153.286,0.0,0.0,19.0,-1.0,-1.0,1.0,1.744,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1185,153.0,18.0,0.0,255.0,1.0,0.9410000000000001,153.0,148.306,0.0,153.095,0.0,0.0,19.0,-1.0,-1.0,1.0,1.749,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1186,154.0,18.0,0.0,255.0,1.0,0.9410000000000001,154.0,148.322,0.0,152.905,0.0,0.0,19.0,-1.0,-1.0,1.0,1.7510000000000001,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1187,154.0,18.0,0.0,255.0,1.0,0.9400000000000001,154.0,148.338,0.0,152.619,0.0,0.0,19.0,-1.0,-1.0,1.0,1.7510000000000001,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1188,154.0,18.0,0.0,255.0,1.0,0.9400000000000001,154.0,148.353,0.0,152.381,0.0,0.0,19.0,-1.0,-1.0,1.0,1.75,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1189,152.0,18.0,0.0,255.0,1.0,0.9390000000000001,152.0,148.372,0.0,152.143,0.0,0.0,19.0,-1.0,-1.0,1.0,1.746,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1190,152.0,18.0,0.0,255.0,1.0,0.9390000000000001,152.0,148.381,0.0,152.143,0.0,0.0,19.0,-1.0,-1.0,1.0,1.742,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1191,152.0,18.0,0.0,255.0,1.0,0.9390000000000001,152.0,148.391,0.0,152.19,0.0,0.0,19.0,-1.0,-1.0,1.0,1.738,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1192,152.0,18.0,0.0,255.0,1.0,0.9380000000000001,152.0,148.4,0.0,152.238,0.0,0.0,19.0,-1.0,-1.0,1.0,1.733,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
1193,152.0,18.0,0.0,255.0,1.0,0.9380000000000001,152.0,148.409,0.0,152.333,0.0,0.0,19.0,-1.0,-1.0,1.0,1.727,-1.0,-1.0,-1.0,-1.0,7.713,261.0,1.0,1.0,1.0,0.0,0.0,1.0
